"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected IF Range from: 0.000 Selected Category Scheme: WoS",,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor
1444,REVIEWS IN CHEMICAL ENGINEERING,REV CHEM ENG,4.200
1447,NEPHROLOGY DIALYSIS TRANSPLANTATION,NEPHROL DIAL TRANSPL,4.198
1448,ELECTROCHEMISTRY COMMUNICATIONS,ELECTROCHEM COMMUN,4.197
1449,Annals of Physical and Rehabilitation Medicine,ANN PHYS REHABIL MED,4.196
1450,Environmental Science-Water Research & Technology,ENVIRON SCI-WAT RES,4.195
1450,Journal of Environmental Policy & Planning,J ENVIRON POL PLAN,4.195
1452,ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,4.194
1452,GLYCOBIOLOGY,GLYCOBIOLOGY,4.194
1452,PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,PART PART SYST CHAR,4.194
1455,CNS DRUGS,CNS DRUGS,4.192
1456,INDUSTRIAL CROPS AND PRODUCTS,IND CROP PROD,4.191
1457,AGRICULTURAL AND FOREST METEOROLOGY,AGR FOREST METEOROL,4.189
1457,CRITICAL REVIEWS IN PLANT SCIENCES,CRIT REV PLANT SCI,4.189
1459,PPAR Research,PPAR RES,4.186
1460,ANNALS OF FAMILY MEDICINE,ANN FAM MED,4.185
1460,Epigenetics & Chromatin,EPIGENET CHROMATIN,4.185
1462,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,INT J MOL SCI,4.183
1463,JOURNAL OF METAMORPHIC GEOLOGY,J METAMORPH GEOL,4.182
1463,MICROPOROUS AND MESOPOROUS MATERIALS,MICROPOR MESOPOR MAT,4.182
1465,CARDIOVASCULAR DRUGS AND THERAPY,CARDIOVASC DRUG THER,4.181
1466,PHYTOMEDICINE,PHYTOMEDICINE,4.180
1467,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,J MATER PROCESS TECH,4.178
1468,JOURNAL OF FOOD AND DRUG ANALYSIS,J FOOD DRUG ANAL,4.176
1469,JOURNAL OF ALLOYS AND COMPOUNDS,J ALLOY COMPD,4.175
1469,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,J ENVIRON ECON MANAG,4.175
1471,Epigenetics,EPIGENETICS-US,4.173
1472,Pigment Cell & Melanoma Research,PIGM CELL MELANOMA R,4.172
1473,Nutrients,NUTRIENTS,4.171
1474,CLIMATIC CHANGE,CLIMATIC CHANGE,4.168
1474,INTERNATIONAL IMMUNOLOGY,INT IMMUNOL,4.168
1476,Advances in Heterocyclic Chemistry,ADV HETEROCYCL CHEM,4.167
1476,Microorganisms,MICROORGANISMS,4.167
1478,ANNALS OF MATHEMATICS,ANN MATH,4.165
1479,JOURNAL OF CLINICAL PERIODONTOLOGY,J CLIN PERIODONTOL,4.164
1480,JOURNAL OF LIGHTWAVE TECHNOLOGY,J LIGHTWAVE TECHNOL,4.162
1480,PHYSICS LETTERS B,PHYS LETT B,4.162
1482,Geoscience Frontiers,GEOSCI FRONT,4.160
1483,LIVER TRANSPLANTATION,LIVER TRANSPLANT,4.159
1484,JOURNAL OF HYDROMETEOROLOGY,J HYDROMETEOROL,4.158
1485,JOURNAL OF TRAVEL MEDICINE,J TRAVEL MED,4.155
1486,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,CLIN ORTHOP RELAT R,4.154
1486,CULTURAL ANTHROPOLOGY,CULT ANTHROPOL,4.154
1486,Journal of Cheminformatics,J CHEMINFORMATICS,4.154
1489,CRYSTAL GROWTH & DESIGN,CRYST GROWTH DES,4.153
1490,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,ARCH PATHOL LAB MED,4.151
1490,ENERGY ECONOMICS,ENERG ECON,4.151
1492,Endocrine Practice,ENDOCR PRACT,4.149
1493,ARTHRITIS RESEARCH & THERAPY,ARTHRITIS RES THER,4.148
1493,Journal of Tissue Engineering,J TISSUE ENG,4.148
1495,IMMUNOLOGY,IMMUNOLOGY,4.147
1496,WATER RESOURCES RESEARCH,WATER RESOUR RES,4.142
1497,Journal of the Academy of Nutrition and Dietetics,J ACAD NUTR DIET,4.141
1498,EUROPEAN JOURNAL OF ANAESTHESIOLOGY,EUR J ANAESTH,4.140
1499,JOURNAL OF NEUROSCIENCE RESEARCH,J NEUROSCI RES,4.139
1500,Frontiers in Oncology,FRONT ONCOL,4.137
1501,ECOLOGY AND SOCIETY,ECOL SOC,4.136
1501,ECOLOGY AND SOCIETY,ECOL SOC,4.136
1503,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,INT J MECH SCI,4.134
1504,AGRICULTURAL SYSTEMS,AGR SYST,4.131
1505,ANTIVIRAL RESEARCH,ANTIVIR RES,4.130
1505,JOURNAL OF NEUROSURGERY,J NEUROSURG,4.130
1507,Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,4.128
1507,JOURNAL OF CLINICAL IMMUNOLOGY,J CLIN IMMUNOL,4.128
1507,PLASMA SOURCES SCIENCE & TECHNOLOGY,PLASMA SOURCES SCI T,4.128
1510,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,INT COMMUN HEAT MASS,4.127
1511,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,AM J PHYSIOL-ENDOC M,4.125
1512,Information Communication & Society,INFORM COMMUN SOC,4.124
1513,Advances in Microbial Physiology,ADV MICROB PHYSIOL,4.120
1513,COMBUSTION AND FLAME,COMBUST FLAME,4.120
1513,INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,4.120
1513,INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,4.120
1517,Remote Sensing,REMOTE SENS-BASEL,4.118
1518,Clinical Lung Cancer,CLIN LUNG CANCER,4.117
1519,ATMOSPHERIC RESEARCH,ATMOS RES,4.114
1520,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,J AM GERIATR SOC,4.113
1520,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,J AM GERIATR SOC,4.113
1522,JOURNAL OF NUCLEAR CARDIOLOGY,J NUCL CARDIOL,4.112
1523,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,INT J OPER PROD MAN,4.111
1523,Organizational Psychology Review,ORGAN PSYCHOL REV,4.111
1525,Internet Research,INTERNET RES,4.109
1525,Internet Research,INTERNET RES,4.109
1525,JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,JPEN-PARENTER ENTER,4.109
1528,Frontiers in Plant Science,FRONT PLANT SCI,4.106
1528,JOURNAL OF BIOLOGICAL CHEMISTRY,J BIOL CHEM,4.106
1530,CLINICAL GENETICS,CLIN GENET,4.104
1531,AMBIO,AMBIO,4.103
1532,GLOBAL AND PLANETARY CHANGE,GLOBAL PLANET CHANGE,4.100
1532,Geobiology,GEOBIOLOGY,4.100
1532,ORGANOMETALLICS,ORGANOMETALLICS,4.100
1532,ROCK MECHANICS AND ROCK ENGINEERING,ROCK MECH ROCK ENG,4.100
1536,FEMS MICROBIOLOGY ECOLOGY,FEMS MICROBIOL ECOL,4.098
1536,IEEE Access,IEEE ACCESS,4.098
1536,Journal of Translational Medicine,J TRANSL MED,4.098
1539,AMERICAN ECONOMIC REVIEW,AM ECON REV,4.097
1540,DEVELOPMENTAL SCIENCE,DEVELOPMENTAL SCI,4.096
1541,BIOLOGICAL PROCEDURES ONLINE,BIOL PROCED ONLINE,4.094
1542,ENVIRONMENT AND BEHAVIOR,ENVIRON BEHAV,4.093
1543,DIVERSITY AND DISTRIBUTIONS,DIVERS DISTRIB,4.092
1544,JOURNAL OF MACHINE LEARNING RESEARCH,J MACH LEARN RES,4.091
1544,JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,J AM MATH SOC,4.091
1546,FOOD MICROBIOLOGY,FOOD MICROBIOL,4.089
1547,DISEASES OF THE COLON & RECTUM,DIS COLON RECTUM,4.087
1547,JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,J MECH PHYS SOLIDS,4.087
1549,SIGNAL PROCESSING,SIGNAL PROCESS,4.086
1550,Innovative Food Science & Emerging Technologies,INNOV FOOD SCI EMERG,4.085
1550,Journal of Innate Immunity,J INNATE IMMUN,4.085
1552,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,INT J HYDROGEN ENERG,4.084
1552,JOURNAL OF AFFECTIVE DISORDERS,J AFFECT DISORDERS,4.084
1552,JOURNAL OF AFFECTIVE DISORDERS,J AFFECT DISORDERS,4.084
1555,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,4.081
1556,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,CAN J PSYCHIAT,4.080
1556,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,CAN J PSYCHIAT,4.080
1558,MACROMOLECULAR RAPID COMMUNICATIONS,MACROMOL RAPID COMM,4.078
1559,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,APPL ENVIRON MICROB,4.077
1560,Extreme Mechanics Letters,EXTREME MECH LETT,4.075
1561,NEUROCOMPUTING,NEUROCOMPUTING,4.072
1562,JOURNAL OF SERVICE RESEARCH,J SERV RES-US,4.071
1563,International Journal of Biological Sciences,INT J BIOL SCI,4.067
1563,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,J PHOTOCH PHOTOBIO B,4.067
1565,Behavior Research Methods,BEHAV RES METHODS,4.063
1566,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,AM J PHYSIOL-LUNG C,4.060
1567,OPTICS AND LASERS IN ENGINEERING,OPT LASER ENG,4.059
1568,Cell Division,CELL DIV,4.056
1569,Advances in Organometallic Chemistry,ADV ORGANOMET CHEM,4.053
1570,DALTON TRANSACTIONS,DALTON T,4.052
1571,Molecular Brain,MOL BRAIN,4.051
1571,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,TRANSPORT RES D-TR E,4.051
1571,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,TRANSPORT RES D-TR E,4.051
1574,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,AM J PHYSIOL-HEART C,4.048
1574,CLIMATE DYNAMICS,CLIM DYNAM,4.048
1576,CHILD MALTREATMENT,CHILD MALTREATMENT,4.047
1577,CONSTRUCTION AND BUILDING MATERIALS,CONSTR BUILD MATER,4.046
1577,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,IEEE T CIRC SYST VID,4.046
1579,Management Accounting Research,MANAGE ACCOUNT RES,4.044
1580,Plant Genome,PLANT GENOME-US,4.042
1581,Journal of Systematics and Evolution,J SYST EVOL,4.040
1581,WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,WORLD J BIOL PSYCHIA,4.040
1583,RELIABILITY ENGINEERING & SYSTEM SAFETY,RELIAB ENG SYST SAFE,4.039
1584,JOURNAL OF TECHNOLOGY TRANSFER,J TECHNOL TRANSFER,4.037
1585,Nanomaterials,NANOMATERIALS-BASEL,4.034
1586,Geochemical Perspectives Letters,GEOCHEM PERSPECT LET,4.032
1587,EXPERT OPINION ON INVESTIGATIONAL DRUGS,EXPERT OPIN INV DRUG,4.031
1588,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,J EUR CERAM SOC,4.029
1588,Journal of Ginseng Research,J GINSENG RES,4.029
1590,Disease Models & Mechanisms,DIS MODEL MECH,4.028
1590,JOURNAL OF BUSINESS RESEARCH,J BUS RES,4.028
1592,Anatomical Sciences Education,ANAT SCI EDUC,4.027
1592,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,J ENZYM INHIB MED CH,4.027
1594,APPLIED THERMAL ENGINEERING,APPL THERM ENG,4.026
1594,Annals of the American Thoracic Society,ANN AM THORAC SOC,4.026
1596,AMERICAN HEART JOURNAL,AM HEART J,4.023
1596,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,4.023
1596,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,4.023
1599,APOPTOSIS,APOPTOSIS,4.021
1599,JOURNAL OF ADOLESCENT HEALTH,J ADOLESCENT HEALTH,4.021
1599,JOURNAL OF ADOLESCENT HEALTH,J ADOLESCENT HEALTH,4.021
1602,ANALYST,ANALYST,4.019
1603,DYES AND PIGMENTS,DYES PIGMENTS,4.018
1603,EuroIntervention,EUROINTERVENTION,4.018
1605,Asian Journal of Pharmaceutical Sciences,ASIAN J PHARM SCI,4.016
1605,JOURNAL OF VIRAL HEPATITIS,J VIRAL HEPATITIS,4.016
1607,HEART FAILURE REVIEWS,HEART FAIL REV,4.015
1608,PSYCHONEUROENDOCRINOLOGY,PSYCHONEUROENDOCRINO,4.013
1609,ATMOSPHERIC ENVIRONMENT,ATMOS ENVIRON,4.012
1609,JOURNAL OF LEUKOCYTE BIOLOGY,J LEUKOCYTE BIOL,4.012
1611,Scientific Reports,SCI REP-UK,4.011
1612,ACTA PHARMACOLOGICA SINICA,ACTA PHARMACOL SIN,4.010
1613,DIABETES & METABOLISM,DIABETES METAB,4.008
1614,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,INT J FOOD MICROBIOL,4.006
1615,INFLAMMATORY BOWEL DISEASES,INFLAMM BOWEL DIS,4.005
1616,CARCINOGENESIS,CARCINOGENESIS,4.004
1617,BELL LABS TECHNICAL JOURNAL,BELL LABS TECH J,4.000
1617,DNA RESEARCH,DNA RES,4.000
1617,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,J STRATEGIC INF SYST,4.000
1617,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,J STRATEGIC INF SYST,4.000
1617,Skeletal Muscle,SKELET MUSCLE,4.000
1622,Current Diabetes Reports,CURR DIABETES REP,3.996
1623,NEUROCHEMISTRY INTERNATIONAL,NEUROCHEM INT,3.994
1624,MOLECULAR PHYLOGENETICS AND EVOLUTION,MOL PHYLOGENET EVOL,3.992
1625,Fungal Ecology,FUNGAL ECOL,3.990
1626,CTS-Clinical and Translational Science,CTS-CLIN TRANSL SCI,3.989
1627,JOURNAL OF DERMATOLOGICAL SCIENCE,J DERMATOL SCI,3.986
1627,Science China-Physics Mechanics & Astronomy,SCI CHINA PHYS MECH,3.986
1629,International Journal of Digital Earth,INT J DIGIT EARTH,3.985
1630,CURRENT ALLERGY AND ASTHMA REPORTS,CURR ALLERGY ASTHM R,3.982
1631,International Journal of Sports Physiology and Performance,INT J SPORT PHYSIOL,3.979
1632,ChemElectroChem,CHEMELECTROCHEM,3.975
1632,TECTONICS,TECTONICS,3.975
1634,COLLOIDS AND SURFACES B-BIOINTERFACES,COLLOID SURFACE B,3.973
1634,JOURNAL OF CRIMINAL JUSTICE,J CRIM JUST,3.973
1636,GEOTEXTILES AND GEOMEMBRANES,GEOTEXT GEOMEMBRANES,3.972
1637,GEOLOGICAL SOCIETY OF AMERICA BULLETIN,GEOL SOC AM BULL,3.970
1638,JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,J GEOPHYS RES-PLANET,3.969
1638,Obesity,OBESITY,3.969
1640,Communications in Nonlinear Science and Numerical Simulation,COMMUN NONLINEAR SCI,3.967
1640,JOURNAL OF CARDIAC FAILURE,J CARD FAIL,3.967
1642,Journal of Chemical Information and Modeling,J CHEM INF MODEL,3.966
1643,ALLERGOLOGY INTERNATIONAL,ALLERGOL INT,3.965
1644,EUROPEAN RADIOLOGY,EUR RADIOL,3.962
1644,Quaternary Geochronology,QUAT GEOCHRONOL,3.962
1646,Therapeutic Advances in Gastroenterology,THER ADV GASTROENTER,3.961
1647,SURVEY OF OPHTHALMOLOGY,SURV OPHTHALMOL,3.959
1648,ENVIRONMENTAL REVIEWS,ENVIRON REV,3.958
1649,International Journal of Contemporary Hospitality Management,INT J CONTEMP HOSP M,3.957
1650,Research in Organizational Behavior,RES ORGAN BEHAV,3.955
1651,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,AGR ECOSYST ENVIRON,3.954
1652,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,INT J ROBUST NONLIN,3.953
1653,Biogeosciences,BIOGEOSCIENCES,3.951
1653,Current Forestry Reports,CURR FOR REP,3.951
1653,TRAFFIC,TRAFFIC,3.951
1656,NUTRITIONAL NEUROSCIENCE,NUTR NEUROSCI,3.950
1657,Current Oncology Reports,CURR ONCOL REP,3.949
1657,HORMONES AND BEHAVIOR,HORM BEHAV,3.949
1657,RNA,RNA,3.949
1660,IMMUNOLOGY AND CELL BIOLOGY,IMMUNOL CELL BIOL,3.947
1661,PLASTIC AND RECONSTRUCTIVE SURGERY,PLAST RECONSTR SURG,3.946
1662,NeuroImage-Clinical,NEUROIMAGE-CLIN,3.943
1663,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,TUNN UNDERGR SP TECH,3.942
1664,EUROPEAN PSYCHIATRY,EUR PSYCHIAT,3.941
1664,EUROPEAN PSYCHIATRY,EUR PSYCHIAT,3.941
1666,CNS SPECTRUMS,CNS SPECTRUMS,3.940
1667,PSYCHOSOMATIC MEDICINE,PSYCHOSOM MED,3.937
1667,PSYCHOSOMATIC MEDICINE,PSYCHOSOM MED,3.937
1669,Reaction Chemistry & Engineering,REACT CHEM ENG,3.935
1670,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,IEEE T CIRCUITS-I,3.934
1671,FOOD REVIEWS INTERNATIONAL,FOOD REV INT,3.933
1672,CELL CALCIUM,CELL CALCIUM,3.932
1673,Annals of Intensive Care,ANN INTENSIVE CARE,3.931
1674,PLANT AND CELL PHYSIOLOGY,PLANT CELL PHYSIOL,3.929
1674,Stem Cell Research,STEM CELL RES,3.929
1676,Frontiers in Systems Neuroscience,FRONT SYST NEUROSCI,3.928
1676,PLANT MOLECULAR BIOLOGY,PLANT MOL BIOL,3.928
1678,Current Osteoporosis Reports,CURR OSTEOPOROS REP,3.927
1678,POSTHARVEST BIOLOGY AND TECHNOLOGY,POSTHARVEST BIOL TEC,3.927
1680,BIOORGANIC CHEMISTRY,BIOORG CHEM,3.926
1680,THEORETICAL AND APPLIED GENETICS,THEOR APPL GENET,3.926
1682,Journal of NeuroInterventional Surgery,J NEUROINTERV SURG,3.925
1682,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCT MULTIDISCIP O,3.925
1684,JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,J DTSCH DERMATOL GES,3.924
1685,RADIOGRAPHICS,RADIOGRAPHICS,3.923
1686,ANNALS OF THORACIC SURGERY,ANN THORAC SURG,3.919
1687,COMMON MARKET LAW REVIEW,COMMON MKT LAW REV,3.918
1687,JOURNAL OF HEADACHE AND PAIN,J HEADACHE PAIN,3.918
1689,CELLULOSE,CELLULOSE,3.917
1689,JOURNAL OF PSYCHIATRIC RESEARCH,J PSYCHIATR RES,3.917
1689,JOURNAL OF PSYCHIATRIC RESEARCH,J PSYCHIATR RES,3.917
1689,LEARNING AND INSTRUCTION,LEARN INSTR,3.917
1689,Liquid Crystals Reviews,LIQ CRYST REV,3.917
1689,POLICY STUDIES JOURNAL,POLICY STUD J,3.917
1695,Annual Review of Political Science,ANNU REV POLIT SCI,3.915
1696,LITHOS,LITHOS,3.913
1696,OCEANOGRAPHY,OCEANOGRAPHY,3.913
1698,Hepatobiliary Surgery and Nutrition,HEPATOBIL SURG NUTR,3.911
1699,Biomedical Optics Express,BIOMED OPT EXPRESS,3.910
1700,ENGINEERING GEOLOGY,ENG GEOL,3.909
1701,Expert Review of Clinical Immunology,EXPERT REV CLIN IMMU,3.907
1702,MOLECULAR BIOLOGY OF THE CELL,MOL BIOL CELL,3.905
1702,WORLD DEVELOPMENT,WORLD DEV,3.905
1704,Journal of Diabetes Investigation,J DIABETES INVEST,3.902
1704,Stem Cells International,STEM CELLS INT,3.902
1706,Frontiers in Cellular Neuroscience,FRONT CELL NEUROSCI,3.900
1707,JOURNAL OF QUANTITATIVE CRIMINOLOGY,J QUANT CRIMINOL,3.899
1707,STEEL AND COMPOSITE STRUCTURES,STEEL COMPOS STRUCT,3.899
1709,AUTISM,AUTISM,3.898
1710,PHARMACEUTICAL RESEARCH,PHARM RES-DORDR,3.896
1711,AMERICAN POLITICAL SCIENCE REVIEW,AM POLIT SCI REV,3.895
1711,Toxins,TOXINS,3.895
1713,CURRENT MEDICINAL CHEMISTRY,CURR MED CHEM,3.894
1714,INFORMATION PROCESSING & MANAGEMENT,INFORM PROCESS MANAG,3.892
1714,INFORMATION PROCESSING & MANAGEMENT,INFORM PROCESS MANAG,3.892
1716,APPLIED CLAY SCIENCE,APPL CLAY SCI,3.890
1716,Open Biology,OPEN BIOL,3.890
1718,SEISMOLOGICAL RESEARCH LETTERS,SEISMOL RES LETT,3.888
1719,JOURNAL OF BIOGEOGRAPHY,J BIOGEOGR,3.884
1720,Frontiers of Environmental Science & Engineering,FRONT ENV SCI ENG,3.883
1721,Journal of Informetrics,J INFORMETR,3.879
1721,Journal of Informetrics,J INFORMETR,3.879
1723,Dialogues in Human Geography,DIALOGUES HUM GEOGR,3.875
1723,PROGRESS IN PLANNING,PROG PLANN,3.875
1725,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,J EPIDEMIOL COMMUN H,3.872
1725,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,J EPIDEMIOL COMMUN H,3.872
1725,PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,PROG CRYST GROWTH CH,3.872
1728,Journal of Neuroimmune Pharmacology,J NEUROIMMUNE PHARM,3.870
1729,FIELD CROPS RESEARCH,FIELD CROP RES,3.868
1730,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,BRIT J CLIN PHARMACO,3.867
1731,Cancer Prevention Research,CANCER PREV RES,3.866
1731,OPTICS LETTERS,OPT LETT,3.866
1733,BIOLOGY OF THE CELL,BIOL CELL,3.863
1733,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,JAIDS-J ACQ IMM DEF,3.863
1735,ACS Chemical Neuroscience,ACS CHEM NEUROSCI,3.861
1736,Journal of Natural Gas Science and Engineering,J NAT GAS SCI ENG,3.859
1737,JOURNAL OF CHROMATOGRAPHY A,J CHROMATOGR A,3.858
1737,JOURNAL OF MEMORY AND LANGUAGE,J MEM LANG,3.858
1737,JOURNAL OF MEMORY AND LANGUAGE,J MEM LANG,3.858
1737,MAGNETIC RESONANCE IN MEDICINE,MAGN RESON MED,3.858
1741,Academy of Management Perspectives,ACAD MANAGE PERSPECT,3.857
1741,Annual Review of Statistics and Its Application,ANNU REV STAT APPL,3.857
1741,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,3.857
1741,JOURNAL OF HUMAN RESOURCES,J HUM RESOUR,3.857
1745,AMERICAN NATURALIST,AM NAT,3.855
1745,HUMAN GENE THERAPY,HUM GENE THER,3.855
1747,CITIES,CITIES,3.853
1747,MOLECULAR PHARMACOLOGY,MOL PHARMACOL,3.853
1749,CATENA,CATENA,3.851
1749,CURRENT OPINION IN RHEUMATOLOGY,CURR OPIN RHEUMATOL,3.851
1749,CURRENT TREATMENT OPTIONS IN ONCOLOGY,CURR TREAT OPTION ON,3.851
1752,COASTAL ENGINEERING,COAST ENG,3.850
1752,JOURNAL OF COUNSELING PSYCHOLOGY,J COUNS PSYCHOL,3.850
1754,DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,3.847
1754,EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,EUR J CARDIO-THORAC,3.847
1756,HABITAT INTERNATIONAL,HABITAT INT,3.846
1756,Seminars in Fetal & Neonatal Medicine,SEMIN FETAL NEONAT M,3.846
1758,Frontiers in Pharmacology,FRONT PHARMACOL,3.845
1759,International Journal of Machine Learning and Cybernetics,INT J MACH LEARN CYB,3.844
1760,CRIMINOLOGY,CRIMINOLOGY,3.842
1761,Journal of the International Society of Sports Nutrition,J INT SOC SPORT NUTR,3.841
1762,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,AM J CLIN DERMATOL,3.840
1762,Toxin Reviews,TOXIN REV,3.840
1764,CHINESE CHEMICAL LETTERS,CHINESE CHEM LETT,3.839
1765,INFLAMMOPHARMACOLOGY,INFLAMMOPHARMACOLOGY,3.838
1766,NEOPLASIA,NEOPLASIA,3.837
1767,Journal of the Taiwan Institute of Chemical Engineers,J TAIWAN INST CHEM E,3.834
1767,PRECAMBRIAN RESEARCH,PRECAMBRIAN RES,3.834
1769,Energy Reports,ENERGY REP,3.830
1769,OSTEOPOROSIS INTERNATIONAL,OSTEOPOROSIS INT,3.830
1771,DRUG DELIVERY,DRUG DELIV,3.829
1771,RESPIRATORY RESEARCH,RESP RES,3.829
1773,Current Opinion in Food Science,CURR OPIN FOOD SCI,3.828
1773,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,J POLICY ANAL MANAG,3.828
1775,ENVIRONMENTAL POLITICS,ENVIRON POLIT,3.827
1776,CIRP ANNALS-MANUFACTURING TECHNOLOGY,CIRP ANN-MANUF TECHN,3.826
1777,CLINICAL ORAL IMPLANTS RESEARCH,CLIN ORAL IMPLAN RES,3.825
1777,STANFORD LAW REVIEW,STANFORD LAW REV,3.825
1779,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,INT BIODETER BIODEGR,3.824
1779,Journal of Integrative Plant Biology,J INTEGR PLANT BIOL,3.824
1781,TAXON,TAXON,3.823
1782,SUSTAINABLE DEVELOPMENT,SUSTAIN DEV,3.821
1783,HEALTH TECHNOLOGY ASSESSMENT,HEALTH TECHNOL ASSES,3.819
1784,Current Psychiatry Reports,CURR PSYCHIAT REP,3.816
1784,Current Psychiatry Reports,CURR PSYCHIAT REP,3.816
1786,RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,RETINA-J RET VIT DIS,3.815
1786,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,3.815
1788,IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,3.813
1789,INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,INVEST OPHTH VIS SCI,3.812
1790,CELLULAR AND MOLECULAR NEUROBIOLOGY,CELL MOL NEUROBIOL,3.811
1790,REJUVENATION RESEARCH,REJUV RES,3.811
1790,Viruses-Basel,VIRUSES-BASEL,3.811
1793,BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,BEST PRACT RES CL EN,3.808
1794,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,EUR J OPER RES,3.806
1795,BIOGERONTOLOGY,BIOGERONTOLOGY,3.805
1796,ASSESSMENT,ASSESSMENT,3.804
1796,IEEE ANTENNAS AND PROPAGATION MAGAZINE,IEEE ANTENN PROPAG M,3.804
1798,NEUROGASTROENTEROLOGY AND MOTILITY,NEUROGASTROENT MOTIL,3.803
1799,JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,J INVEST ALLERG CLIN,3.802
1800,ENDOCRINOLOGY,ENDOCRINOLOGY,3.800
1800,Journal of Destination Marketing & Management,J DESTIN MARK MANAGE,3.800
1802,SEMINARS IN NUCLEAR MEDICINE,SEMIN NUCL MED,3.798
1802,World Journal of Emergency Surgery,WORLD J EMERG SURG,3.798
